msg_id,user_id,message
446659924982919168,2248314571,// I had friends abandoned me for being depressed. And that's why I don't have any. Because of my depression. Hate it? Get out of my life!//
459705670640869376,1715628433,"programing this generation to massive destruction,hatred,anger, frustration,rejection, grift, pains ,harshness, and depression"
542127551473152000,77229903,"""@psychologicaI: Girls who have more 'guy friends' than 'girl friends' go through less depression and anxiety."" Stop lying lol"
520905572099444736,337883935,Afghan Police Officer Killed in Suicide Attack http://t.co/iDO9ADHPcJ
529287214836903937,1670673139,(#TeambrianMundial)- Suicide Bomber Kills 2 in Northeast Nigerian City: Suicide bomber ki... http://t.co/ehVnTCadLi (#TeambrianMundial)-
520997023114625024,204502572,"Ou tande!!! ""@TheUnusualFact: Girls who have more 'guy friends' than 'girl friends' go through less depression and anxiety."""
480979849025040384,1156117957,South Korean soldier who killed 5 captured after failed suicide attempt: A South Korean soldier who fled after... http://t.co/i7Cxf4PHH2
531772614306721794,1122959527,Suicide bomber dressed in school uniform kills 48 students in Nigeria http://t.co/NledzOZwnT
464940352625836032,908640770,@Drift0r I think ARX-160's min damage should be buffed. 17 means 6 bullets to kill = long range suicide. Longshots take forever to get
435234404944707584,428712058,WHY THE FUCK WOULD #ROWANUNIVERSITY SWITCH AMC FOR DISNEY CHANNEL!! THATS THE LAST STRAW IM TRANSFERRING! #depression
564058800043196417,1607957984,#colorado #Delaware Suicide bombings kill 27 in Baghdad: Suicide bombings kill 27 in Baghda... http://t.co/ubPfBD0LhM #Connecticut #Iowa
498979565436669952,574769099,its really scary knowing that any and i mean ANY celeb can be in depression and not show it but its killing them everyday
524260919879008256,2511645251,Suicide is thought about the most when I'm in this teachers class. Fuck you Lauren. #worstteacherever
493423983874695169,1262594011,Source: Bomber kills 5 in Nigeria: A suicide bomber in Nigeria killed at least five people on Sund... http://t.co/WYxu3cpt8l champagneAK
562277960539860992,225145876,Suicide bomber Kills 5 at Popular Market in Gombe State http://t.co/8HFLH7N8wf
433237684199235584,108391251,That's the Indian Education system in Super slow motion. RT @sonaliranade Suicide Bomb Instructor Accidentally Kills Iraqi Pupils
498968059479330816,1074271561,"apparently suicide, fucked up world"
442242846867746817,401716464,Giving a fuck is the number one cause of depression
564279435935744000,366729385,#Brazil Suicide bombings kill at least 34 in Baghdad: Suicide bombings kill at least 34 in Baghdad    ... http://t.co/PnQ9vfrrHx #Jappan
553991003506368512,1607763582,#Detroit Girl suicide bomber kills 19 in Nigeria: Girl suicide bomber kills 19 in Nigeria     The bla... http://t.co/NEVwqh3tvH #Ireland
556195152034013185,2258682581,"Suicide bomber hits Gombe state this evening, kills more than 15 http://t.co/C6cfofeQBQ"
451147557147000832,36657413,"Controversial Trinidad pastor kills brother, self in apparent murder-suicide http://t.co/UrxUzbLYMB"
544657570594824193,384056486,"I'm blamed for things because I have fucking anxiety and slight depression, and they affect the way I think and no one understands that"
532016177812606976,33317317,"Rolling Stones cancel Australian shows again; last yr Jagger's girlfriend's suicide, this yr he's ill - http://t.co/6cQOdol3cf"
489619797681127424,1902188623,"Man Seeking to Highlight Son's Suicide due to Bullying over Sexuality, is Killed - News - Bubblews #bubblews http://t.co/Cd8o8NX81p"
471269616703262720,54998393,"""Iraq: Suicide Attack Kills at Least 14 in Baghdad"" by THE ASSOCIATED PRESS via NYT http://t.co/jL5B2jRUV2 #spsm #suicide #prevention"
456014946250153984,1541449628,"A man received the transplanted heart of a suicide victim, married the donor's widow, killed himself exactly the same way the donor did!"
448936550022545408,340905953,"my psych teacher just said ""money doesn't buy happiness"" .... bruhhh yes the fuck it do. Being broke would lead my ass to depression"
499012431495331840,1496600707,"@TheHiddenOmega //Just search Robin Williams when you get a chance. He's like, the Morgan Freeman of comedy."
512883225887129600,366718267,"#Australia Suicide bombing, shelling kill 14 in Baghdad: Suicide bombing, shelling kill 14 in Baghdad... http://t.co/VhSJbcDvIE #Bahrain"
503987523438538752,2462951971,#Auto​News​ Suicide bombing of Shi’ite mosque in Baghdad kills at least nine – sources – euronews http://t.co/MeJ5i33dDi
556827629152526336,1652800015,"4 killed, 48 injured in Yobe suicide bombing http://t.co/wKwfy0zH3n"
536740119416291328,1107098821,http://t.co/MyMgDSsV1z #IE: Suicide bomber kills 45 at volleyball match in Afghanistan - Reuters
500817285570129920,2732538831,@MarleneMeow yeah she makes fun of his depression and tell him to kill himself.he already tried killing himself that fucking cunt
549518348355002368,411547065,"Man kills wife, commits suicide in Mahikeng http://t.co/GZGUVl3wFF"
488384231970971648,1633630195,"@themehreenalam suicide bombers killing shias,ahmedias,christian,hindus in every majority muslim country.indeed religion of peace"
468939132866424832,480160053,@WhatTheFFacts terrorists guys fuck terrorist attacks and suicide bombers
462175270355869697,2454257382,http://t.co/eWhczoGFql Suicide Bomber Kills Soldier in Egypt’s Sinai – NYT &gt; World
548391792975310848,24662980,Mannnnnn. My life. RT @_RoughHouse: Depression killed my personality
542788460734861312,542306683,Ray J's Girlfriend (Princess) Threatens Suicide After Break-Up 911 Called #LHHH #LHHHollywood http://t.co/NmNZoqt6Ou http://t.co/MOVWBQtaE1
511849864083169280,2751674628,Taliban suicide bombing kills 3 soldiers in NATO convoy - Los Angeles Times: ABC NewsTaliban suicide bombing k... http://t.co/XSPQa5iYZV
563926894995722240,2907938977,"You don't have to understand mental illness (depression, anxiety, etc.), but at least show some fucking empathy for those suffering from it"
561696636796416000,836763560,#Depression sucks!! One minute you are fine and the next you are so down. I just hate it
464859076032487424,1315370172,"@hayzarry and then they get so upset but when you say kys they're like ""suicide isn't a joke you sick fuck!!1!!"""
483484223173836800,91654888,I can't wait to hear the new suicide silence record. Fucking love eddies vocals
520393642943340544,14834379,"There is a suicide in USA every 13 min. It's the nation's 10th-leading cause of death, 2nd-lead killer of ages 15-34: http://t.co/W6eGs5cR6j"
435135759780040704,400483319,I really hate when my depression kicks in
512783993301782528,1587725528,"Man kills daughter, six grandchildren in Florida murder-suicide http://t.co/ZkZbJFzrUK via ReutersUS"
494511731222147072,389770680,"Man Commits Suicide Over Inability To Pay N35,000 House Rent: A 43-year-old auto mechanic, Obi Orji, killed hi... http://t.co/Gr3DxTpmQK"
542613972760162304,2833253217,I would rather kill my self than commit suicide
544819476105928704,834459133,IL Review: Alaniz: Throw them out before our nation commits suicide http://t.co/amSxhwId55
551719693460185088,2944479977,"If Palace fuck I'm going on suicide watch, off for abittt"
465246055454765057,203511443,I have a very strong hatred for people who use depression and self harm to get attention
517766505354649600,2838311088,@_brittt1 @DarkKard4 SONNY I STILL HAVE THOUGHTS OF SUICIDE BUT I CANT KILL MYSELF CAUSE I FEAR GOD
522092145826476032,2269268624,"MP among dead in Baghdad suicide blast: Shia MP dies in checkpoint bombing that killed at least 25, the latest... http://t.co/rRXHZlct4q"
530045359629029376,873758575,"when your teacher tells the class that depression is something you can just ""get over'' how do people like that still exist"
537939510122647552,620451524,"Suicide attack kills 5, including British national - Fox News http://t.co/XOvG7uHJek"
498984201480597504,827370132,"I've had severe depression. It's not fucking ""beautiful"" or ""poetic"". it is a real mental illness. Why would you ever want that?"
558387258047594496,2993042231,If Dean Fincham follows me I will commit suicide #fuckfincham #childmolester #lowestoflows #wierdopedo
436344155326136320,2299078446,@raineosullivan yeah i told you that keith commits suicide and dan knows and nathan kills dan I'm sorry i ruined it for you😂
451759769754144768,16020526,"@maddow Let's talk drugs &amp; killings. One daughter saw things that weren't there on Ambien &amp; had to quit, Another tried suicide on Zoloft."
484900441721819137,22597474,"Family Calls 911 As Son Threatens Suicide, Cops Show Up &amp; Kill Him http://t.co/Zdw4zKbGPn How tragic. Better to call ambulance &amp; Baker Act."
553991099690139650,301494570,At least 7 killed in Tripoli suicide attack http://t.co/g2nAJBgHr9 via @DailyStarLeb
532189531856834560,2151499746,"Suicide Bomb at Nigerian High School Kills 48 Students -  Forty-eight students were... http://t.co/F7FSyCXb9c
 #BokoHaram #MusaIbrahimYahaya"
460546608887635968,256466362,"Nothing annoys me more then when people tell others to ""kill themselves"" it's fucking disgusting.
If you'd ever lost someone to suicide (c)."
531380808519401472,17741758,Taliban suicide attack kills one at police HQ http://t.co/064GBqmHP6 via @reuters #UFO4UBlogWorld
435415834882629632,739946024,my cats actually attempt suicide by walking in front of me like don't get all pissed off it's too early don't fucking test me
554425661507776512,1051033290,"@DestinyISaLoser disrespectful cunt glamorising suicide, you little fuck you need to burn"
509147567033053184,1923870720,"@mensdepression One Suicide every 40 Second: Why are we Killing Ourselves?
http://t.co/gnW4xxTigR  Please share"
498999904422096896,24983581,It's a shame there's more coverage of Robin Williams dying and not a lot on the young black male who got killed
465354450270289920,198654456,Man why the fuck did Hernan leave All Shall Perish for suicide silence 😢
553355999210242048,532047506,I haven't ate since yesterday afternoon . smh fuck this stress and depression
442598288639156224,453572031,"Suicide bomber driving a minibus packed with explosives, kills at least 32 people, wounding close to 150 in Iraqi city of Hilla."
527084535222382592,470217997,Police say Seattle man kills daughter and granddaughter before committing suicide http://t.co/RmqRMJvgxD
509517391227666432,2316488252,ISIS Suicide Bomber Kills Leader Of Top Syrian Jihadist Group… http://t.co/SKWQSdb1r8  #tcot
521417795003629568,617354136,#usa ISIS suicide bombers kill 28 Kurds in Iraq: ISIS suicide bombers kill 28 Kurds in Iraq    People g... http://t.co/oVrtINjT2F #Texas
534868330574663680,98189206,"The rain of missiles and terrorist attacks on bus stops and cafes.
The Second Intifada, in which several people were killed by suicide"
485693710039265280,1902188623,"Man Seeking  to Highlight Son's Suicide due to Bullying over Sexuality, is Killed - News - Bubblews #bubblews http://t.co/Cd8o8NX81p"
483468535193034752,438571842,"Old fucks the depression is over, tip more from an insolent millennial"
541978347879014401,540968740,@PrincessBeeeee how the fuck are you!?? Post concert depression yet? Lol.
460853482723872768,1104938408,Suicide bomber kills 30 at Kurdish rally in eastern Iraq http://t.co/YF6QWA1blL
498973381560373248,339123129,It's amazing how lonely those are that seem to have it all!! We are all alike famous and infamous and depression can kill the best. #RIPMork
474871485157638144,464791312,Suicide attack in Pakistan kills 5 http://t.co/cDToZW4xwp
475593073624637440,749079601,Photo : boys-and-suicide: litllemissperfectt: Why does this make me so fucking calm.. Close your eyes as... http://t.co/697KgM4n6R
554723006455353344,56995406,Second child suicide bombing kills 3 and injures 46 people in Nigeria http://t.co/BzNXwEIpcP #christianitytodayworld #christianity_today_wo
523885276226420736,15717071,"""@ReutersIndia: Suicide bomber kills 19, wounds 28 outside Baghdad Shi'ite mosque http://t.co/OaFhj7GlVg"""
534994210215448576,329424102,"Get the fuck""@IntThings: Not having enough sex can put you at risk of anxiety paranoia and depression."""
505254562182467584,287440041,What kind of guy tells a depression girl to kill her self
474192465134907392,2183954691,"[June 04, 2014 at 03:42PM] Suicide bomber killed in Iraq part of wider jihadi base in Calgary - Canada via http://t.co/4CXxrZg4iE"
448881910069334016,268453591,"15 - severe depression
16 - mystery migraines, was hospitalised
17 - dad died
18 - health fucking me over for most of this term
its a curse"
467825686640852993,875705425,"This is 100% accurate
#fat#ugly#cow#pig#whale#pity#hate#blithe#trying#hurting#pain#sue#suicidal#deb#depression#li... http://t.co/XpUou6P8jL"
494395779877195777,852850670,"“@Fatimaabbaniii: Cuddling literally kills depression, relieves anxiety, and strengthens the immune system!!”haqqun"
521394778085146624,2351712637,#Vietnam ISIS suicide bombers kill 28 Kurds in Iraq: ISIS suicide bombers kill 28 Kurds in Iraq    ... http://t.co/3qsKO4t870 #Australia
445840504576409600,3761241,"Suicide bomber kills at least 15 in Afghanistan: KABUL, Afghanistan (AP) — A suicide bomber riding a rickshaw ... http://t.co/LLFaON8mVl"
548200208740646912,2798261472,#Iraq suicide blast kills 33-One Bomber turns himself In-VIDEO of DIFFUSING - http://t.co/Ywp8cYNMMi #guerardmedia disponible en español
558248803829305344,814884224,"7 Killed, 26 Wounded in Twin Suicide Bomb Attacks Near Baghdad- http://t.co/CgGsAWfWj4 #terrorist #fb"
536555064882909184,2753359816,Afghan Officials Say Suicide Bomber Kills Some 45 http://t.co/VNnF5wy9U3 http://t.co/Qc7nbycRHp
437127763581861888,811980272,When I see/hear people fuck around about committing suicide.. No words can describe how heated that gets me. Like really? Tf outa here.
485326119097204736,855925326,Suicide bomber kills 15 in attack on Iraq forces #Berita #Kabar
498987392431554560,2176007349,Robin Williams last post was a throwback wih him and his daughter
