User id,Number of tweets before,Number of tweets after
2272829937,1,1
125403342,1,4
2232349806,1,1
2378017471,1,1
17597031,3,1
175677714,1,1
478564755,1,1
2506303503,1,9
840700818,9,5
1543953978,12,8
242413352,2,1
2587526879,1,1
333792115,2,39
798430220,1,1
754624152,1,1
16929064,1,1
366092113,1,1
71045350,2,1
1000212338,1,1
636287549,1,1
240094248,1,1
1163681203,5,6
1670452182,4,1
1377194504,5,7
202365438,1,1
1927548624,1,1
222544307,1,1
190066442,1,1
50679721,1,1
1101991158,2,4
2549609046,1,7
1695769603,1,1
573523292,1,1
395785081,2,1
29524840,3,1
2261979216,1,1
202564700,1,1
53149790,1,1
143728550,2,1
553637966,1,1
101408023,1,1
358401836,1,2
222704251,1,1
16146541,1,1
2169035854,2,1
17518040,1,1
2597279437,2,2
288566878,1,1
316192334,1,5
162789606,1,1
88905512,1,1
133218523,1,5
578234402,1,1
1297928294,1,1
595062296,1,1
54824098,1,2
429500135,1,3
343640894,1,1
45993998,1,1
2316399204,1,1
931024693,1,2
2617771885,1,2
258220936,1,2
1313399990,1,1
1425130309,1,1
16358161,2,1
60098410,4,3
542978034,13,1
471271123,1,2
32508817,1,1
2337497149,1,1
556865947,10,5
509762314,1,1
1087431493,3,1
617782168,1,1
333686714,1,1
278603127,3,1
2197631549,3,8
1912790892,1,6
1426698920,1,1
2303568525,2,3
236259261,4,1
1928038700,1,1
103979872,1,3
165666427,1,1
63657322,1,1
528832805,3,1
558378882,1,1
118146295,1,1
15370887,2,14
53698461,1,1
2481799398,1,1
725227729,3,5
1166345010,1,1
497416375,1,1
551540697,1,1
524538459,1,1
2411441714,3,1
33552779,1,1
330162862,1,1
1957409592,1,1
452419596,1,1
14982368,1,1
102758473,1,4
362862896,1,1
19488873,4,4
2338150877,1,1
793894892,2,3
265725980,1,1
44943417,1,2
148415016,1,1
179471733,1,2
61621955,1,1
1321642951,1,1
299952246,1,5
569901444,3,1
720206126,3,3
551925352,1,1
125163339,3,3
94907299,1,1
66171696,1,4
17840799,2,1
589791321,1,2
146426595,1,5
84366480,1,1
1556360892,1,2
89713893,1,1
197310522,1,3
146151655,1,2
338376597,2,2
30114752,1,1
612068226,1,1
262415994,1,1
162209801,1,1
402355096,2,5
28645214,2,4
2189892361,3,3
82184065,1,1
336182948,2,1
1693394990,1,1
247139243,1,1
549712105,1,1
380961141,6,17
14955722,2,4
15200154,1,10
67919746,1,1
68149704,3,1
896611140,2,2
586626189,1,2
2161512344,1,1
150518185,1,1
71839061,1,1
14294167,2,2
2509935019,1,1
973710457,1,3
129019194,2,4
602624230,1,1
2342787979,2,1
80661351,1,1
215653970,1,1
413156878,2,3
2220940886,2,1
338900360,1,2
57914577,5,1
253022900,1,2
85708505,1,1
1250637954,1,1
1418835463,5,3
343665705,1,1
143156525,1,1
66475789,1,5
33268131,1,1
370941503,1,5
376807550,1,2
1343497002,6,2
22045168,1,4
2391658035,1,1
2244019909,3,1
2418431839,1,1
261090212,1,1
159572044,1,2
2323175833,1,2
2418891943,4,6
1175052331,1,1
154681946,1,2
586187605,1,2
1093252303,2,2
265726860,1,1
164269447,2,1
615799477,3,3
2448781105,1,1
184355529,3,2
1623585230,1,2
886675788,7,5
248104025,1,2
1550954623,2,2
2234516138,1,1
301668379,1,1
1058836694,1,1
110909747,1,1
23764675,1,2
1238207844,1,1
44762690,1,2
1178827399,2,2
27875548,1,1
17712142,1,6
2421719925,5,3
44455948,1,1
1595783557,5,4
29374886,1,2
2322961561,3,6
318904071,1,3
2302417343,1,1
148993572,1,1
1649303797,4,4
505393468,2,1
523781765,1,2
1520633521,6,2
1519865648,16,1
81917305,2,1
207907946,1,1
1157396222,3,1
830478746,1,1
1268242116,2,1
16636909,1,1
175432279,1,1
2374383213,1,1
856612134,2,3
307428080,1,2
2575702352,4,3
1576921448,2,1
1325173237,2,1
2147628439,2,1
425237767,1,1
350578893,1,1
99458922,12,10
1978050061,3,15
350870857,1,1
76804505,1,1
2318780471,3,4
1226294370,1,1
64473261,1,1
376571921,1,1
445273845,2,3
760847748,1,1
227725995,1,11
2279148223,1,44
1393877221,1,1
289186569,1,1
217834708,1,2
86618694,1,1
72235208,1,1
1343934636,1,9
128469012,1,2
2236971984,2,1
894205052,1,2
1164986234,1,3
1584893005,3,1
486014207,1,1
2429766065,1,1
473924142,1,1
2251052168,3,2
111119759,3,2
29114908,3,1
263611535,2,1
512160549,13,20
2609935254,1,1
1443436014,3,24
1891942975,2,4
894425126,2,2
1694560285,1,2
112073598,1,1
1423440907,1,1
143528722,1,1
31352232,1,1
44417425,2,1
2690456622,1,2
55229147,1,1
45230343,1,1
213452407,1,1
2540051278,1,1
64336596,1,1
819827042,2,1
356522972,1,1
1010613096,2,1
24688850,1,10
452251542,1,1
1530144624,1,1
36983187,3,1
345097882,1,2
440015755,1,1
226713773,1,1
610168005,12,14
2237856374,5,2
161390991,1,1
138152026,1,1
542086432,1,1
14669951,4,7
840417438,7,4
216241103,1,1
1653926546,1,3
26117278,1,1
27198587,1,1
497491758,1,1
816846110,2,1
1027723884,1,1
171808069,1,1
161350289,1,1
252798905,1,1
761060989,1,1
18995490,5,3
223236241,1,5
29967400,1,1
2468376420,1,1
102010145,1,1
521193127,1,2
142438794,2,1
2419345423,2,4
118492425,1,2
238749909,1,1
2212629292,1,1
343231235,5,1
821689176,1,2
1685138564,2,1
444868568,1,1
351044616,2,1
256366278,1,1
554273963,1,1
1719005594,1,1
970115162,1,1
2345449520,2,2
7587032,2,4
1514310452,1,1
1245047366,1,2
213283823,1,5
128578668,2,2
548058006,1,3
368006507,3,2
108350489,1,1
1194064231,1,2
362711809,1,1
80294798,2,8
32623097,1,5
1346755574,2,3
232692260,2,3
1916287638,2,1
363994536,1,2
390361126,2,1
2494345951,2,8
178548526,1,1
153288763,1,1
2213746560,1,2
57942514,3,1
2442004994,1,1
2430139046,1,3
215329949,1,1
380346559,1,2
26273610,1,1
2288305035,2,1
261148015,1,1
14561103,1,3
1708690963,1,1
2259084526,1,1
585832839,3,2
15935549,1,1
322329401,1,9
2536444346,1,1
860836675,1,2
228483265,1,1
1630979738,3,2
55266192,3,5
1304147659,1,4
614460895,1,1
539578713,1,1
47692631,1,1
227472172,1,1
621575114,1,3
2644384853,1,2
1407574946,11,13
172930229,1,1
134517793,1,1
78081339,1,1
23328720,1,2
21542518,7,6
964374300,1,1
2317084584,1,1
383995927,1,4
1267865310,1,1
2561902253,1,1
461760771,1,1
476431940,1,1
332014606,1,1
122988240,1,1
18950770,1,1
29679460,1,1
418834879,1,1
35197742,2,2
2342495372,3,7
811885230,7,2
864006834,2,1
2597095544,2,1
49286183,1,1
946845745,1,2
163959916,10,7
295025394,1,1
532131061,2,3
2475580641,1,2
87883699,1,3
731288137,1,1
2369895275,1,1
67722298,1,1
1110610488,1,1
855216548,1,2
1014184580,2,1
65555663,4,1
127902684,3,1
325823041,2,1
40649669,1,2
2351203766,1,2
923450550,4,9
123649804,1,2
125186206,1,1
25390431,1,2
16297111,1,1
277130934,5,3
185679236,1,1
70205946,2,1
551836160,2,8
256164218,1,2
475383508,1,12
232600331,1,1
582208128,1,1
2147880860,1,2
375371547,2,1
317215930,1,1
1125314090,2,1
143697026,1,1
463907759,2,14
240841237,1,1
15385348,1,2
2321925365,3,1
37036453,1,2
65919118,1,1
1537068247,6,1
51052182,5,3
1967842039,1,1
35571313,1,1
1614069696,2,4
314393345,1,3
66456040,10,1
396075623,1,1
139439301,1,1
2551314181,20,1
2453224284,2,6
283840407,2,1
2256481849,1,4
987988986,1,1
1327321944,4,3
273111415,1,3
37152165,2,2
2413814948,7,2
24824899,3,2
538473802,1,1
2336060598,1,3
289116646,1,1
619422499,1,1
124200203,1,1
1101579894,1,3
101264587,5,16
16620845,3,4
2594600948,6,11
215396317,1,2
258945761,1,30
2168912544,2,10
877093596,1,4
855657799,1,4
1356293556,2,5
222998514,1,1
544732668,5,5
310179991,1,1
204478631,3,1
381692269,2,4
2490241909,1,2
1287675788,1,1
1249510368,1,1
809371802,1,1
239922938,1,1
92786831,1,4
244471108,1,1
1369400382,1,1
2249119826,1,3
478150062,1,1
33279241,2,4
204015153,1,1
2597421332,3,8
211318987,2,1
1318455708,1,1
87183181,5,1
2460241579,3,2
48166611,2,1
1833025165,1,1
276546914,1,3
86071245,1,2
319396882,1,1
1449669709,1,1
2276290781,2,17
196205445,1,1
26233161,1,1
1337915606,2,1
573049443,1,1
302013843,2,2
2571538033,1,1
557470048,1,1
432369637,2,1
2717982050,1,4
860347644,1,1
516129836,1,1
86107050,1,5
1932400734,2,1
175422389,1,3
2545182192,1,1
372555912,1,2
2492699251,1,6
2276873531,3,2
1375273962,1,4
254663094,1,1
1447414747,1,2
238296432,1,2
1679359752,6,5
2203716673,1,3
2224909217,1,2
2468528390,1,1
2447228497,1,1
2406574920,1,1
257661843,1,1
1336527348,1,1
2323300044,1,1
116198288,1,3
60757580,1,1
2310908659,1,2
603159175,1,1
73493094,1,1
634137531,1,1
1075567297,1,1
5404442,1,1
2461139256,15,61
629266155,1,1
153764034,1,3
527466557,1,1
1723227301,3,5
30297377,3,1
22714047,1,2
127382899,2,1
140137578,1,3
496623555,1,1
433092131,1,2
1220256949,1,1
356648064,1,3
1491047648,1,1
2457807866,4,24
419703165,1,1
421949807,5,5
2429320072,1,2
1601317670,1,3
530943396,1,1
424497294,1,1
581590732,1,2
258584906,2,2
181112446,2,3
356817500,3,2
449723799,8,12
392630734,21,27
995912336,2,4
2388969241,1,12
195517855,4,1
123036162,1,1
1683367849,1,1
125907936,3,2
88323697,1,1
119473266,9,8
162841470,1,1
16099440,3,8
2203776828,1,7
15637387,1,4
481480633,1,1
211535437,1,2
2214805730,1,1
349784536,2,2
2569392029,1,4
2191726421,1,1
32710276,2,1
17959240,1,3
216810337,3,4
743787217,1,1
82907336,1,1
204587726,1,4
2609222102,1,28
27586051,1,2
956272525,3,1
418482096,2,2
165437253,1,2
1230527316,1,1
16084529,2,1
2232098645,8,1
2659793533,4,6
113114605,1,2
16364095,1,3
2365848091,1,2
502043270,1,1
47036166,2,1
1928955732,4,4
187398951,1,1
1719916027,1,1
1484457890,1,1
1257970614,1,3
634716717,2,1
834157196,3,9
1154255022,2,1
727850449,1,1
23174099,1,3
2234609616,2,2
38659456,1,1
2418937612,1,5
84068221,2,1
248023736,1,1
537326004,1,1
944427426,1,1
132482991,4,3
223505934,3,1
2221566242,2,2
231072880,1,1
73285105,1,1
787592156,1,1
842734584,1,1
549217987,1,4
2156561740,8,10
301354937,1,2
342470198,1,1
365112487,1,2
359131392,1,1
499518966,3,3
540339321,1,2
2305262803,1,3
1629259764,10,11
555305932,2,1
21276850,1,2
219306590,1,2
485338994,12,15
53584026,5,6
635749298,6,1
901165621,1,1
741754237,1,1
488068199,2,3
876921072,1,1
2477468808,1,3
265557583,1,1
1334998700,1,1
155667260,1,2
552828766,1,1
401906951,2,1
79290673,1,1
84043611,7,12
146397213,1,3
273093917,2,1
118718294,2,5
1530133872,1,1
1141885628,2,1
16573662,1,1
1677613592,1,2
902732634,1,1
38030278,14,9
2235407220,1,1
1305832514,1,1
52297642,1,1
2388550512,4,4
12550112,1,10
1018532220,1,1
1048293276,3,1
545071200,9,33
2484906834,1,1
616487153,1,4
450316903,8,15
365868453,1,1
181975604,2,4
39777892,2,1
2579559780,1,1
133347420,1,1
505779386,1,2
1959679874,1,1
28339415,1,1
33787694,1,2
2247023237,1,1
82174782,7,11
1625779075,1,1
51623607,1,1
271059777,1,1
984034795,2,3
2307926480,1,21
1973107178,1,2
1301364216,1,4
33509270,1,1
2614057843,4,3
129248147,1,1
9235982,1,1
76058560,2,1
625195519,1,1
1194037908,1,2
2252054209,2,2
102270012,1,1
524815003,1,3
1489611360,1,1
582262297,1,1
487651671,1,1
1849667018,4,1
1350732349,3,4
385002659,1,1
1310175636,1,1
33187624,1,2
25795222,1,1
1463939642,32,56
257571595,1,2
1013733920,1,1
38917404,2,1
394830777,1,1
283279325,3,1
108633730,1,1
98525302,1,1
2443507656,1,20
2277964316,2,1
419719614,1,1
114312753,1,1
1214307090,7,5
2428750313,2,9
41189792,1,1
2578224301,1,3
2311829959,1,11
12810582,2,1
2707065429,1,1
2642335378,1,1
69824711,4,3
826480826,1,1
22170482,3,4
258631669,1,1
636400457,92,125
1873353397,3,2
145735273,1,4
492508971,1,1
2284944608,1,1
55374646,1,1
412614675,3,4
277244224,1,1
36937076,1,1
159855064,1,2
55751868,1,1
248874585,2,1
16362924,1,3
310997513,1,1
151475287,1,1
458134046,2,7
381798565,2,1
816474368,1,1
156365819,4,4
584445203,1,1
67411447,1,2
20415405,1,1
12442612,1,1
71603775,1,1
441417752,1,2
2603476530,1,11
259340790,1,1
2433843350,1,3
115373218,1,4
738355184,1,3
269841892,2,1
11025592,1,1
1332770304,1,2
2172546266,1,1
36784475,1,1
2290746330,1,1
250275292,298,164
2365539572,1,1
2474783794,1,2
15436600,2,1
506956991,1,1
19885130,1,1
1223372732,2,11
349807131,1,1
467369703,1,1
1561294728,1,1
581359093,1,1
196547487,1,1
14165481,2,3
1913410831,1,1
578397344,1,1
2298339813,1,1
417994318,1,2
2346188370,3,1
168335236,1,1
703103822,1,1
2183954691,21,47
373605852,2,1
199466439,1,1
741658159,1,3
735103080,2,2
2371017337,1,1
45032248,3,1
2281404699,1,5
352145373,6,5
180683355,1,1
222180958,1,3
2292283663,1,2
6323872,1,1
41376035,2,3
50310452,1,1
377815045,1,2
469614203,1,2
1392028471,1,1
1004883090,2,1
49440921,1,3
29753388,2,5
914936252,1,1
20097362,3,7
1325563832,3,1
29491855,1,1
1674112028,1,1
617546664,1,1
275676779,1,2
1116421326,1,1
22981314,1,1
16376867,1,3
1260532393,2,2
573302832,5,2
496270301,2,1
984826830,1,1
184760794,1,2
2165277400,2,1
634288222,1,1
1360507788,1,1
991153056,2,1
175221758,1,1
91542013,1,2
1262728608,10,1
408878470,3,4
215506541,1,1
410524613,1,1
739554019,1,1
442417178,5,3
1348812668,3,3
1265157036,1,3
500452998,1,1
37420083,1,1
2168530072,1,1
41778724,1,1
756447240,1,1
81156214,6,8
41957003,1,4
30813781,1,1
378420614,2,2
63707171,1,1
314553453,5,7
1220237280,1,1
199777100,1,1
104713697,4,2
1094174972,1,2
624897116,1,1
50898963,1,1
2216697143,1,1
76599204,1,1
1122623600,1,1
2260570621,1,1
38863786,4,6
1859411863,1,3
314510688,1,3
22145200,3,4
29076337,2,4
15201116,1,1
1627598736,1,1
111282071,1,1
2613106981,3,12
22163417,2,1
576508906,1,1
2669547818,1,2
142923442,1,2
129289098,1,1
307268752,2,3
493093071,1,2
111332093,15,28
2410748131,1,7
1329445172,1,1
333122239,1,2
141124778,2,1
9145502,1,1
24492477,3,4
550213755,1,1
1862496560,1,3
314938265,1,1
226635056,2,4
130624086,1,1
346135514,1,1
483366086,2,1
796968954,2,2
445434997,1,1
478587201,1,1
616299747,1,2
1912666382,3,1
2298868500,1,1
1228472508,1,1
366819502,1,2
539453318,3,2
2539620974,1,12
51471803,1,2
378683278,1,1
1909254804,1,1
1577756023,1,1
297520951,1,1
38680959,1,1
607438203,1,1
347226950,1,1
577973393,2,2
251016521,1,1
1016162282,1,1
2569143291,1,1
379520395,2,1
2419055041,2,6
18518084,1,1
280950443,2,1
494588470,1,2
427295534,4,2
1157642444,3,1
2318284356,1,1
21919536,1,2
1617077923,6,5
426987100,1,1
610286182,1,1
15773201,2,2
16918781,1,1
262360331,3,3
331391521,1,1
16178497,1,3
2175820466,2,1
620138462,1,3
176155070,1,4
2556186259,1,2
1170820548,5,2
44902232,1,3
1660800960,1,1
470506106,7,3
1352860178,1,2
582258629,1,2
1969767882,1,1
56503315,1,1
701098948,1,2
1948081692,3,1
14260727,2,2
2162824027,3,4
2192077878,2,4
579885820,1,3
253766425,3,1
17234141,1,1
468663408,1,1
2440474343,1,1
35551145,1,1
1276198286,2,1
1228602810,1,1
1539226352,1,1
2387884148,1,2
579962917,3,6
31120467,1,2
1595021690,1,2
217600231,1,1
22390207,1,4
561789525,2,5
782063509,1,1
17307828,1,1
2319195992,2,1
457773326,1,1
180895768,1,2
1663588963,2,1
531144478,3,1
545562070,2,1
389983276,1,1
227590350,1,2
2379910644,1,1
14676527,1,4
2331814934,6,32
716446272,1,2
173880712,1,1
27404201,1,1
1646747882,2,10
260681082,1,1
262221965,1,1
362773992,1,2
18328057,1,2
18927538,1,1
17279752,6,4
548042829,4,2
253522576,2,2
630744875,1,1
83082791,1,1
379809174,1,1
286392707,1,1
505273834,1,1
197909819,1,1
717897033,1,1
1401970028,1,1
2601270643,2,3
421586810,1,1
19059966,1,1
482547866,1,1
98016798,1,1
205322785,1,1
316227273,1,1
2326840156,1,1
166937795,1,1
80971015,1,1
322871392,1,1
375721095,4,7
368011833,1,2
1844656830,1,1
600466062,1,1
253020667,2,4
836837947,1,1
16457324,8,3
1401247801,1,2
1582141069,1,1
540523495,1,1
321476380,1,1
168532134,1,1
16804047,1,1
28463760,2,10
220077583,1,1
1589702737,3,6
285228617,2,4
216911772,2,4
147085882,1,1
1328059730,1,1
2207704412,1,1
131611921,1,1
1573107409,1,1
1271385182,1,1
770725784,1,2
107520021,1,2
619203084,1,1
582128824,1,2
23177505,2,3
628581163,1,1
1649295890,4,3
2393598374,1,1
718172935,1,2
587988587,2,1
312070124,1,1
236958338,2,1
2265717096,2,7
377650964,2,1
305454115,1,2
29331281,2,1
726596382,1,5
2435687273,1,1
2287571406,1,4
200105962,1,2
265666449,6,8
52433393,1,2
2573672617,1,3
401129357,1,2
1411385737,1,3
24569636,1,1
410545404,1,1
149679293,1,1
1169326142,2,1
297428826,2,7
2224271140,1,1
410239347,1,1
16561884,1,3
2192692559,1,2
365744458,1,1
1661956675,1,1
1416995455,1,1
412584770,1,1
573303066,2,3
156763824,1,1
957708834,1,1
553927740,2,1
2460967878,2,1
184038769,5,1
1325843888,2,3
243327317,1,1
2409817166,1,2
1209919644,1,4
4071981,1,1
1140227486,4,2
1453919516,1,3
22137747,5,1
126591070,1,4
1370843730,2,2
16331756,1,1
714378325,1,1
1519530252,1,1
20412898,1,1
33358694,3,1
271457128,1,1
477573598,2,5
301138272,1,1
248925092,1,2
631360107,3,1
19615494,3,3
48987943,1,2
1206551911,2,2
724734067,19,4
237631460,11,13
2487322639,1,1
1080844782,1,2
211962364,2,1
504024810,1,1
28520610,1,1
2404674086,3,7
1539955986,5,1
2435655241,1,2
100637453,1,3
286060434,2,3
137423095,1,1
1229223523,1,1
1119222168,1,1
1568890910,2,1
205953112,1,1
77005931,1,2
1548993056,3,4
20142105,1,2
22192635,1,1
168194236,1,1
38060999,1,3
2223383617,4,13
98424722,1,5
469928039,1,1
2239279002,1,1
1240936238,1,1
73316384,1,1
1081673516,1,1
325790541,2,1
57443437,3,1
246428894,1,1
599477652,1,1
362732842,1,1
1565899987,4,3
1601167856,1,1
30799774,1,1
310335976,4,11
1317689665,3,8
623443568,1,1
16116288,2,1
274859783,6,3
432293467,3,6
722416010,3,2
155765566,1,1
46214168,4,3
553017609,1,1
618066309,1,4
117664106,1,3
91114296,1,5
89610664,1,1
67093626,2,1
95724139,1,1
2478978678,2,1
2488542901,1,1
525762081,2,2
2472687133,1,1
1595105804,3,5
376312496,1,2
14873727,2,2
329215336,4,9
1698010280,3,1
525631358,2,1
121849008,1,1
1511930334,1,1
51752582,1,1
783598064,3,3
2418189156,1,1
625154752,1,1
1418777731,1,1
2430913656,7,2
193424556,12,17
1215459660,2,1
1860453577,1,3
20510539,5,7
1594633962,25,29
31117178,2,4
2489258132,1,1
20350485,2,3
590821741,1,1
2195381390,8,1
154191009,1,1
2218490324,6,7
941779868,1,1
218014978,1,1
67163310,1,2
58155261,17,7
1319436530,2,4
22594051,1,1
2446933165,5,5
1374475070,3,3
197761684,2,3
549540110,1,1
242160313,3,9
1443614492,3,4
45589975,1,1
2273752892,1,2
2577710600,1,1
1133171965,1,3
1543939790,2,1
700248889,2,2
1118983105,3,7
24346671,1,1
15135760,1,1
174064217,1,1
551679073,3,5
53713800,4,4
2188186329,1,14
252448322,3,2
1583774436,1,2
15102664,1,3
368094526,1,1
589789020,1,1
143491915,2,1
2257159141,1,1
330982664,1,1
2262932935,1,1
376844636,2,1
15555497,1,1
709505904,9,8
14426341,6,11
2473783645,1,4
42010579,1,1
46114920,1,2
131624751,2,2
183127575,1,3
46635234,1,1
1309916058,3,3
2304711218,1,3
552088447,1,1
377207577,1,2
112987068,2,2
18142973,1,1
2695909933,1,4
251796913,2,2
336096775,1,5
15829547,3,1
28645401,1,1
380894439,1,1
33851549,1,2
282049259,1,1
334542583,1,1
2243369101,1,1
478572811,1,1
221093969,1,6
130837361,2,1
1068905586,1,1
193914843,1,1
536649400,1,1
345620436,1,1
343321512,1,1
484686708,2,5
417121211,4,4
2254086234,2,1
201473883,1,1
53969028,5,4
1268719946,20,34
237166691,1,2
2174929277,1,3
277602251,1,1
178393689,4,1
46922504,2,1
2165638489,10,2
58294342,3,4
147387630,2,1
2290117705,1,2
1686369542,2,1
2364086347,3,1
438833026,5,1
13132572,1,1
1444222238,1,1
94549347,1,1
1466050920,1,1
624365880,1,1
39094359,1,6
553493234,1,1
739459801,2,1
326184086,1,1
94788752,9,22
47345721,1,1
1668757458,3,2
2429708092,1,1
295609372,4,1
259202358,9,40
1425362959,2,1
895980218,1,1
172596770,1,1
2345323304,11,8
282175671,2,7
199126736,2,2
56117318,2,5
2678375390,3,6
1595045810,4,4
1850087354,1,1
313758408,3,2
224595989,9,5
49157570,1,2
329580236,1,1
2366205480,1,1
16339287,2,8
246997319,10,12
616980260,1,2
69939644,1,2
553835609,1,1
636164579,1,1
618157257,1,3
482893348,1,1
2287167414,1,2
35651924,1,3
35163471,1,4
24872724,2,2
2201647249,1,1
2472365108,3,12
607871183,1,3
297461539,1,1
380508218,11,15
251731306,1,1
326012012,3,1
114133182,2,1
394926808,1,2
2385005197,1,1
364863082,1,2
21723166,1,2
447706426,2,1
2223866623,1,2
849813025,2,1
410039642,1,6
69945722,1,3
461039447,2,1
707545050,1,1
17867549,3,8
2227353961,1,1
997792945,1,3
17836130,2,6
15585963,2,2
45782629,3,4
751923877,1,1
2164689702,7,5
16169793,1,1
175071906,2,1
17781673,2,6
29730619,2,3
1362192230,1,1
1569336722,2,1
224851512,2,1
1536998894,1,5
453931225,1,1
73765674,1,1
163593832,1,1
267077164,1,1
387960391,6,4
359381935,1,1
1488938430,1,1
1346411076,1,3
2502322539,1,1
899508937,1,1
106211842,1,2
282695161,3,1
160865270,2,1
2562963808,1,1
379758012,1,1
287275786,1,1
55313678,3,1
99200078,1,1
389579631,1,2
332340811,2,9
1560994106,3,3
1240533757,1,1
357679590,1,2
84429479,1,1
1158460592,1,1
240871599,2,1
487562144,1,2
1646112901,1,2
26669214,1,1
262425218,1,4
592308045,1,1
26452283,1,1
22638297,6,43
409503621,3,1
164769512,1,2
799040779,1,1
855774144,2,23
436594027,3,3
338661490,1,2
547301029,4,13
411706265,1,1
2253658700,7,17
496899107,4,2
135964369,1,3
315369406,1,1
2326192435,1,1
29003239,1,1
898493030,1,1
557449649,2,1
65805243,1,1
398502512,1,1
2710082062,1,1
53368935,2,2
27508334,1,1
23313715,1,2
1421213030,2,4
1272101958,1,1
75816710,3,1
16174187,3,5
34589908,1,1
425527927,40,21
215441979,2,3
15907950,1,3
1405288777,2,3
141452884,2,1
18691048,1,1
1374399835,39,3
339001318,1,2
2298391158,3,2
462953682,1,1
134160066,7,1
477239871,10,31
592804055,1,1
65956465,1,1
281279614,8,1
558728099,1,1
385294818,1,2
470380307,1,1
47797343,1,1
255630029,1,1
81470576,1,1
253592142,2,1
2157612362,1,1
21931670,1,3
421821940,2,2
38449898,1,2
2362405130,1,1
1179741241,5,2
1703081264,1,1
30408338,1,1
399506729,1,1
1426600218,1,1
222911462,2,6
468895971,1,1
1053947070,2,4
484270244,1,1
1720337575,2,1
1139241948,1,1
2198416400,2,1
318103857,2,1
1952039418,1,1
327621994,1,1
503832247,1,1
2310660747,2,1
246875749,1,1
1893004140,1,1
1169466896,1,1
20469611,1,1
22873554,1,1
1429680038,2,5
456977393,1,1
52252995,1,1
38287312,2,1
348670860,2,1
2582791460,2,1
253016368,2,4
79465664,5,5
28299141,1,1
29919878,1,1
401676072,1,1
134223216,1,1
1387089734,1,3
33263248,1,2
329618583,1,1
176748017,1,2
28307383,1,1
625150890,3,7
1715472607,1,1
256368329,1,1
1486142852,1,2
594123262,1,1
475385338,1,1
21627982,1,1
269165561,4,5
297002535,1,2
132543609,1,2
764891899,1,1
418458566,1,3
59491326,3,1
14336630,1,1
1246508324,1,1
1463588569,1,1
226778810,1,1
40851186,1,1
307589282,1,2
1422669156,1,1
232456779,1,1
75311070,1,1
30083815,1,1
2439389041,4,7
1345218871,2,1
404471952,1,1
14414153,1,5
303577786,1,4
168675521,4,1
1629223459,1,1
372098218,1,2
6959082,2,5
74871820,1,3
236915136,1,1
283756821,4,2
234953833,1,1
1352838122,2,5
111086930,1,1
117850942,1,5
1629774554,4,4
261711452,2,5
228762380,2,7
528316715,1,1
603702083,2,3
1551177764,2,1
838917145,2,3
159602428,1,1
2483799560,1,1
75434226,2,2
396498545,1,1
144256650,1,7
1160295576,1,1
286238756,5,18
209175304,1,1
45973469,1,1
2633409292,1,1
960092946,10,10
2345531306,1,1
347616247,1,1
2593165068,1,51
628280624,1,1
1364150622,2,2
42920569,1,1
2255788463,1,1
625223297,2,3
289605759,2,1
554912562,1,1
22410645,1,1
110331811,1,1
17308428,4,2
1464829026,1,1
2440488722,1,1
975247506,1,6
1594395349,1,1
24350791,1,1
2262035743,1,1
97317611,1,1
1417162219,1,1
54415890,1,2
55034648,1,1
1086592110,1,5
27322115,1,1
2275068812,1,1
171905410,1,1
2249256392,2,4
1028334090,1,1
57557896,1,1
277129633,4,3
51642118,2,2
116219797,1,1
388495274,10,27
1447598462,1,1
1659867090,1,2
377711413,1,1
924050268,1,1
14247572,2,1
18146440,1,1
527760393,1,4
1338279498,2,1
1711115046,1,2
1524928380,1,1
35022109,1,1
626854314,1,1
33257063,5,1
9616062,2,5
413624285,1,1
1090838772,2,3
390696780,1,2
211611206,1,15
20583090,2,5
2316488252,4,2
2257335468,3,1
34116023,1,5
940145845,1,1
2234751732,1,1
169422716,1,1
1515140210,1,1
970959403,1,1
40769572,1,2
227972295,5,2
1619897936,1,1
899194489,2,1
1329201576,1,2
135487895,48,19
1415592788,5,8
240229771,1,2
65502736,1,1
2621980820,1,3
826403856,1,1
94726573,1,2
176631041,1,3
259436323,6,7
111123785,1,1
117253865,1,2
72013403,2,1
2480536185,1,2
79248643,1,1
250029041,2,1
2178316596,2,5
581752392,3,2
2490248448,2,1
731543058,1,1
525105432,1,1
217592046,1,1
161320569,1,1
52617511,1,2
46088331,10,12
137107056,1,1
597660051,1,1
707189578,2,3
277233009,1,1
2305543710,1,1
1568613511,1,1
1519454594,3,14
161862736,1,1
2254282113,3,5
740637894,16,3
815680,1,2
1096325528,1,1
2459841703,2,1
333539065,2,1
759865825,1,1
127189193,1,1
2469123805,4,43
1924297958,1,2
2345197190,5,1
510895189,1,2
2280338311,2,96
1858760940,1,8
2241685952,6,4
2294517811,4,3
1426848769,1,4
165099102,1,1
2642218576,1,1
26436072,1,1
364097258,1,1
1747392930,2,2
1329236288,1,1
150246405,1,9
411653550,1,9
356547931,2,12
1476033408,1,1
362192193,1,1
619653630,1,5
2330595012,1,2
335509870,1,1
551728254,1,1
1630896181,1,4
272091645,1,2
829653468,1,1
565138242,1,2
155910701,3,4
2465378185,1,2
17673635,1,3
979970971,1,1
308155020,1,2
22859699,4,1
263045770,3,1
1345799390,2,1
1631025619,2,1
82584473,1,1
477864155,1,1
